Equipment_ID,OrderType,WorkOrderDescription,OperationDescription,Maintenance_activity_type,CreatedDate,ActualStartDate,ActualFinishDate,OrderStatus,MaintenanceWorkCenter
P-102,PDM,Centrifugal Pump P-102 vibration trending upward over 30 days. Broadband velocity 164.4 mm/s. Bearing defect frequency identified in spectrum.,Vibration analysis confirms bearing fault. Replace drive end bearing proactively. Re-baseline vibration signature after repair.,PDM1,2022-07-21,22022-08-14,2022-08-15,CLSD,MECH_TEAM_B
P-102,CM,Centrifugal Pump P-102 motor overload trip. Overcurrent detected phase A 229.7 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM02,2023-02-09,2023-02-07,2023-02-07,CLSD,MECH_TEAM_B
P-102,PM,"Centrifugal Pump P-102 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PPM03,2019-05-14,2019-06-12,2019-06-13,PCNF,MECH_TEAM_B
P-102,CM,Centrifugal Pump P-102 high vibration alarm on drive end bearing. Amplitude 141.1 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing NU2316. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM03,2023-02-09,2023-02-09,2023-02-09,OPEN,MECH_TEAM_B
P-102,CM,Centrifugal Pump P-101 motor overload trip. Overcurrent detected phase A 230.0 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM01,2020-05-17,2020-05-16,2020-05-16,CLSD,MECH_TEAM_B
P-102,CM,Centrifugal Pump P-101 cavitating intermittently. Suction pressure 215.30 bar below minimum NPSH required.,Check suction strainer differential pressure. Clean strainer basket. Verify suction vessel level. Adjust operating point to restore positive NPSH.,CM03,2023-02-10,2023-02-10,2023-02-10,OPEN,MECH_TEAM_B
P-102,PM,"Centrifugal Pump P-103 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Shell Omala 220. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2023-02-27,2023-03-13,2023-03-14,CLSD,MECH_TEAM_B
P-102,CM,Centrifugal Pump P-101 high vibration alarm on drive end bearing. Amplitude 203.2 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing 22316E. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM10,2021-09-29,2021-09-29,2021-09-29,TECO,MECH_TEAM_B
P-102,CM,Centrifugal Pump P-102 high vibration alarm on drive end bearing. Amplitude 141.1 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing NU2316. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM03,2021-09-27,2021-09-27,2021-09-27,OPEN,MECH_TEAM_B
P-102,PM,"Centrifugal Pump P-102 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PM03,2021-09-28,2021-10-26,2021-10-27,PCNF,MCEH_TEAM_B
P-102,CM,Centrifugal Pump P-102 motor overload trip. Overcurrent detected phase A 229.7 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM02,20210928,20210927,2021-09-27,CLSD,MECH_TEAM_B
P-102,PDM,Centrifugal Pump P-101 motor current increasing trend. Current draw 124.1 A versus baseline 182.0 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM2,2023-02-10,2023-03-13,2023-03-14,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 cavitating intermittently. Suction pressure 33.20 bar below minimum NPSH required.,,CM02,2020-08-22,2020-08-21,2020-08-21,PCNF,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-201 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PM03,2023-02-10,2023-04-04,2023-04-05,TECO,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 bearing temperature high alarm drive end. Temperature 91 degC above baseline.,Remove bearing housing end cover. Measure bearing clearance. Replace worn bearing. Re-grease per lubrication schedule. Monitor temperature for 2 hours post start.,CM03,2019-04-10,2019-04-10,2019-04-10,PCNF,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-103 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PM03,2019-04-09,2019-05-01,2019-05-02,PCNF,MECH_TEAM_B
P-201,PM,Centrifugal Pump P-101 quarterly lubrication service. Bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,PM01,2019-04-11,2019-05-30,2019-05-30,REL,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 low flow alarm active. Flow 214.1 m3/h below minimum process requirement.,Inspect impeller for wear and blockage. Remove any debris. Check wear ring clearance. Trim impeller if required. Verify system curve against pump curve.,CM01,,2022-01-04,2022-01-04,TECO,-
P-201,CM,Centrifugal Pump P-101 bearing temperature high alarm drive end. Temperature 114 degC above baseline.,Remove bearing housing end cover. Measure bearing clearance. Replace worn bearing. Re-grease per lubrication schedule. Monitor temperature for 2 hours post start.,,2022-01-06,,2022-01-04,OPEN,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-103 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Shell Omala 220. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2022-01-03,2022-01-16,2022-01-16,CLSD,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-101 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Castrol Tribol 800. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2020-08-24,2020-09-07,2020-09-07,CLSD,  MECH_TEAM_B  
P-201,PM,"Centrifugal Pump P-103 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Shell Omala 220. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2019-04-10,2019-04-23,2019-04-23,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-103 high vibration alarm on drive end bearing. Amplitude 23.8 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing NU2316. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM01,2019-04-10,2019-04-09,,CLSD,mech_team_b
P-201,PDM,Centrifugal Pump P-201 vibration trending upward over 30 days. Broadband velocity 204.5 mm/s. Bearing defect frequency identified in spectrum.,Vibration analysis confirms bearing fault. Replace drive end bearing proactively. Re-baseline vibration signature after repair.,PDM1,2020-05-16,2020-07-06,2020-07-07,CRTD,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-101 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Castrol Tribol 800. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2022-01-06,2022-01-20,2022-01-20,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-101 high vibration alarm on drive end bearing. Amplitude 203.2 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing 22316E. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM01,2020-08-23,2020-08-24,2020-08-24,TECO,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-102 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Castrol Tribol 800. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2020-08-23,2020-10-14,2020-10-14,OPEN,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-101 cavitating intermittently. Suction pressure 215.30 bar below minimum NPSH required.,Check suction strainer differential pressure. Clean strainer basket. Verify suction vessel level. Adjust operating point to restore positive NPSH.,CM03,2019-04-12,2019-04-13,2019-04-13,OPEN,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-103 motor current increasing trend. Current draw 48.6 A versus baseline 82.7 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM2,2022-01-03,2022-03-01,2022-03-02,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 mechanical seal failure. Product leakage observed at gland area estimated 160.7 L/h.,"Replace complete mechanical seal cartridge. Flush seal chamber, pressure test at 12.8 bar. Return to service and monitor seal flush flow.",CM02,2023-02-10,2023-02-10,2023-02-11,CLSD,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-201 motor current increasing trend. Current draw 218.4 A versus baseline 5.4 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM1,,,2021-10-05,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-103 high vibration alarm on drive end bearing. Amplitude 23.8 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing NU2316. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM01,2022-01-04,2022-01-04,2022-01-04,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 low flow alarm active. Flow 97.6 m3/h below minimum process requirement.,Inspect impeller for wear and blockage. Remove any debris. Check wear ring clearance. Trim impeller if required. Verify system curve against pump curve.,CM02,2021-09-28,2021-09-28,2021-09-28,REL,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 motor overload trip. Overcurrent detceted phase A 98.6 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM02,2023-02-10,2023-02-12,2023-02-13,OPEN,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-201 motor current increasing trend. Current draw 218.4 A versus baseline 5.4 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM1,2023-02-28,2023-03-10,2023-03-10,CLSD,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-103 motor current increasing trend. Current draw 48.6 A versus baseline 82.7 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM2,2020-08-21,2020-10-18,2020-10-19,PCNF,MECH_TEAM_B
P-201,PM,Centrifugal Pump P-102 quarterly lubrication service. Bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,PM03,2019-04-11,2019-04-29,2019-04-30,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 high vibration alarm on drive end bearing. Amplitude 107.2 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing.. Replace drive end bearing 22316E. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM03,2020-05-16,2020-05-18,2020-05-18,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 low flow alarm active. Flow 97.6 m3/h below minimum process requirement.,Inspect impeller for wear and blockage. Remove any debris. Check wear ring clearance. Trim impeller if required. Verify system curve against pump curve.,CM02,2020-05-16,2020-05-16,2020-05-16,REL,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-102 vibration trending upward over 30 days. Broadband velocity 164.4 mm/s. Bearing defect frequency identified in spectrum.,Vibration analysis confirms bearing fault. Replace drive end bearing proactively. Re-baseline vibration signature after repair.,PDM1,2020-08-22,2020-09-15,2020-09-16,,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-103 vibration trending upward over 30 days. Broadband velocity 127.7 mm/s. Bearing defect frequency identified in spectrum.,Vibration analysis confirms bearing fault. Replace drive end bearing proactively. Re-baseline vibration signature after repair.,PDM1,2022-01-03,2022-01-14,2022-01-15,CLSD,MECH_TEAM_B
P-201,PM,Centrifugal Pump P-201 quarterly lubrication service. Bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,PM02,2021-04-11,2021-05-13,2021-05-14,,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 bearing temperature high alarm drive end. Temperature 262 degC above baseline.,Remove bearing housing end cover. Measure bearing clearance. Replace worn bearing. Re-grease per lubrication schedule. Monitor temperature for 2 hours post start.,,2021-12-07,2021-12-08,2021-12-09,OPEEN,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 motor overload trip. Overcurrent detected phase A 229.7 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM02,2019-04-10,2019-04-10,2019-04-10,Clsd,MECH_TEAM_B
P-201,PM,centrifugal pump p-102 quarterly lubrication service. bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,pm03,2022-01-05,2022-01-24,2022-01-25,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-101 motor overload trip. Overcurrent detected phase A 230.0 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM01,2022-01-06,2022-01-05,2022-01-05,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-103 bearing temperature high alarm drive end. Temperature 145 degC above baseline.,Remove bearing housing end cover. Measure bearing clearance. Replace worn bearing. Re-grease per lubrication schedule. Monitor temperature for 2 hours post start.,,2019-04-09,2019-04-11,22019-04-11,CLSD,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-201 vibration trending upward over 30 days. Broadband velocity 204.5 mm/s. Bearing defect frequency identified in spectrum.,Vibration analysis confirms bearing fault. Replace drive end bearing proactively. Re-baseline vibration signature after repair.,PDM1,2021-03-08,,2021-04-30,  CRTD  ,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-102 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Castrol Tribol 800. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2022-01-05,2022-02-26,,OPEN,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-103 motor overload trip. Overcurrent detected phase A 194.1 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM02,2020-08-21,2020-08-23,2020-08-23,Clsd,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 high vibration alarm on drive end bearing. Amplitude 141.1 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing NU2316. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM03,2020-08-23,2020-08-25,2020-08-25,OPEN,MECH_TEAM_B
P-201,PM,Centrifugal Pump P-201 quarterly lubrication service. Bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,PM02,2021-09-28,2021-10-30,2021-10-31,CLSD,MEECH_TEAM_B
P-201,PM,Centrifugal Pump P-103 quarterly lubrication service. Bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,PM03,2022-01-03,2022-03-02,2022-03-02,CLSD,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-201 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PM03,2021-09-28,2021-11-21,2021-11-21,TECO,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 cavitating intermittently. Suction pressure 33.20 bar below minimum NPSH required.,Check suction strainer differential pressure. Clean strainer basket. Verify suction vessel level. Adjust operating point to restore positive NPSH.,CM02,2022-01-05,2022-01-06,2022-01-06,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-201 high vibration alarm on drive end bearing. Amplitude 107.2 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing 22316E. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM03,2024-09-28,2024-09-30,22024-10-01,PCNF,MECH_TEAM_B
P-201,PM,Centrifugal Pump P-103 quarterly lubrication service. Bearing grease replenishment and vibration baseline measurement.,Grease drive end and non-drive end bearings. Measure and record vibration signature. Check motor current at duty point. Inspect coupling spider for wear.,PM03,2020-08-21,2020-10-18,2020-10-18,clsd,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 low flow alarm active. Flow 214.1 m3/h below minimum process requirement.,Inspect impeller for wear and blockage. Remove any debris. Check wear ring clearance. Trim impeller if required. Verify system curve against pump curve.,CM01,2019-04-11,2019-04-10,2019-04-10,TECO,MECH_TEAM_B
P-201,PM,"Centrifugаl Pump P-101 six-mοnthly рlаnned maintеnance. Bеаring inspection, mеchаniсаl seal сheck and сοupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Castrol Tribol 800. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2019-04-12,2019-04-24,2019-04-24,CLSD,  MECH_TEAM_B  
P-201,PM,"Centrifugal Pump P-101 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PM02,2020-08-23,2020-09-02,2020-09-02,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 mecanical seal failure. Product leakage observed at gland area estimated 43.0 L/h.,"Replace complete mechanical seal cartridge. Flush seal chamber, pressure test at 7.4 bar. Return to service and monitor seal flush flow.",CM02,2019-04-10,2019-04-09,2019-04-09,CLSD,MECH_TEAM_B
P-201,CM,  Centrifugal Pump P-102 cavitating intermittently. Suction pressure 33.20 bar below minimum NPSH required.  ,Check suction strainer differential pressure. Clean strainer basket. Verify suction vessel level. Adjust operating point to restore positive NPSH.,CM02,2019-04-10,2019-04-10,2019-04-10,PCNF,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 high vibration alarm on drive end bearing. Amplitude 141.1 mm/s RMS exceeding trip setpoint.,"Isolate pump, drain casing, disassemble bearing housing. Replace drive end bearing NU2316. Realign coupling to within 0.05mm TIR. Functional test at duty point.",CM03,2019-04-11,2019-04-12,2019-04-12,OPEN,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-101 mechanical seal failure. Product leakage observed at gland area estimated 60.6 L/h.,"Replace complete mechanical seal cartridge. Flush seal chamber, pressure test at 19.1 bar. Return to service and monitor seal flush flow.",CM03,2020-08-23,2020-08-23,2020-08-23,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-102 mechanical seal failure. Product leakage observed at gland area estimated 43.0 L/h.,"Replace complete mechanical seal cartridge. Flush seal chamber, pressure test at 7.4 bar. Return to service and monitor seal flush flow.",CM02,2020-08-23,2020-08-22,2020-08-22,CLSD,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-101 motor current increasing trend. Current draw 124.1 A versus baseline 182.0 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM2,2019-04-12,2019-05-15,2019-05-16,,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-103 motor overload trip. Overcurrent detected phase A 194.1 A above FLC.,Megger test motor windings. Check VFD parameters. Inspect terminal connections for heat damage. Replace overload relay if tripped beyond reset.,CM02,2019-04-10,2019-04-12,2019-04-12,CLSD,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-201 six-monthly planned maintenance. Bearing inspection, mechanical seal check and coupling alignment verification.",Inspect bearing condition and clearances. Replenish grease per lubrication schedule Castrol Tribol 800. Check coupling alignment. Verify seal flush flow rate. Update maintenance record.,PM01,2021-09-27,2021-10-08,2021-10-08,CLSD,MECH_TEAM_B
P-201,CM,Centrifugal Pump P-101 low flow alarm active. Flow 38.4 m3/h below minimum process requirement.,Inspect impeller for wear and blockage. Remove any debris. Check wear ring clearance. Trim impeller if required. Verify system curve against pump curve.,CM03,2019-04-11,2019-04-12,2019-04-12,PCNF,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-201 motor current increasing trend. Current draw 218.4 A versus baseline 5.4 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM1,2020-05-16,2020-05-24,2020-05-24,CLSD,MECH_TEAM_B
P-201,PDM,Centrifugal Pump P-103 motor current increasing trend. Current draw 48.6 A versus baseline 82.7 A. Possible internal wear.,Inspect impeller and wear rings for erosion. Measure internal clearances. Replace worn components. Re-test performance at duty conditions.,PDM2,2019-04-09,2019-06-05,2019-06-06,PCNF,MECH_TEAM_B
P-201,PM,"Centrifugal Pump P-103 annual overhaul. Full disassembly, wear measurement, impeller and seal replacement.","Full pump disassembly. Measure all wear components against tolerances. Replace impeller, wear rings, bearings and mechanical seal. Reassemble, align, and performance test.",PM03,2020-08-22,2020-09-16,2020-09-16,PCNF,MECH_TEAM_B
TK-482,CM,Storage Tank TK-101 outlet valve passing. Confirmed by downstream flow with valve closed.,-,CM02,2022-10-14,2022-10-14,2022/10/14,TECO,MECH_TEAM_D
TK-482,PM,Storage Tank TK-101 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM02,2020-01-17,2020-02-03,2020-02-03,ETCO,MECH_TEAM_D
TK-482,CM,Storage Tank TK-03 level transmitter LT failure. Reading stuck at 86% suspect impulse line blockage.,Isolate And Remove Level Transmitter. Blow Down Impulse Lines. Clean Displacer Float. Bench Calibrate. Reinstall And Verify Reading Against Dip Measurement.,CM03,2021-09-06,2021-09-05,2021-09-05,CLSD,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-01 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM02,2021-09-08,2021-09-21,,CLSD,MECH_TEAM_D
TK-482,PM,Storage Tank TK-201 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM01,2021-02-21,2021-03-06,2021-03-07,TECO,MECH_TEAM_D
TK-482,CM,Storage Tank TK-102 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM01,2020-01-17,2020-01-19,2020-01-20,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-03 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM01,2023-01-20,2023-01-22,2023-01-22,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-101 level transmitter LT failure. Reading stuck at 217% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM02,2021-06-01,2021-06-03,2021-06-03,CRTD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-101 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,,2021-05-31,,2021-06-01,TECO,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-101 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM03,2020-01-18,2020-03-14,2020-03-14,CLSD,MECH_TEAM_D
TK-482,PM,"Storage Tаnk TK-301 API 653 internаl inspectiοn. Floor, shell аnd rοof cοndition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM03,2020-11-13,2021-01-07,2021-01-07,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-04 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM02,2021-09-06,2021-09-06,2021-09-07,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM03,2021-09-08,2021-09-08,2021-09-08,OPEN,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-03 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM01,2023-01-19,2023-02-27,2023-02-27,OPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-301 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM02,2022-03-27,2022-03-26,2022-03-26,CLSD,MECH_TEAM_D
TK-482,PM,STORAGE TANK TK-102 ANNUAL CALIBRATION OF ALL LEVEL AND TEMPERATURE INSTRUMENTS.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM02,2021-05-31,2021-07-22,2021-07-22,ОPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-04 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM01,2020-04-23,2020-04-22,2020-04-22,OPEN,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-101 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM03,2021-05-31,2021-07-27,2021-07-27,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-04 level transmitter LT failure. Reading stuck at 129% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM03,2023-01-19,2023-01-20,2023-01-20,PCNF,MECH_TEAM_D
TK-482,CM,Storage Tank TK-05 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM03,2021-09-04,2021-09-05,2021-09-05,PCNF,MECH_TEAM_D
TK-482,CM,Storage Tank TK-102 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM01,2020-01-16,2020-01-17,2020-01-17,REL,MECH_TEAM_D
